Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Thermogenesis	45/232	3.867882e-27	8.228039e-26	0	0	1.021432e+01	6.212049e+02	COX7B;NDUFA13;NDUFB8;UQCRB;NDUFB6;NDUFA12;NDUFB5;NDUFB4;ATP5MC2;ATP5MC3;UQCR11;COX7A2;UQCR10;COX6A1;COX7C;COX5A;ACTB;UQCRH;ACTG1;ATP5F1A;ATP5F1B;UQCRFS1;NDUFV3;NDUFV2;ATP5MG;ATP5MF;COX8A;ATP5PF;COA3;NDUFA8;NDUFA6;ATP5PB;NDUFA4;RPS6;NDUFA2;NDUFA1;NDUFC2;COX6C;ATP5F1E;COX6B1;COX7A2L;UQCRQ;NDUFAB1;ATP5PO;NDUFAF3
KEGG_2021_Human	Non-alcoholic fatty liver disease	34/155	1.373182e-22	2.677706e-21	0	0	1.168528e+01	5.882338e+02	NDUFA13;COX7B;NDUFB8;UQCRB;NDUFB6;NDUFA12;NDUFB5;NDUFB4;COX7A2;UQCR11;UQCR10;COX6A1;COX7C;COX5A;UQCRH;SOCS3;UQCRFS1;NDUFV3;NDUFV2;COX8A;NDUFA8;JUN;NDUFA6;NDUFA4;NDUFA2;NDUFA1;NDUFC2;FOS;COX6C;COX6B1;COX7A2L;UQCRQ;NDUFAB1;CYCS
KEGG_2021_Human	Cardiac muscle contraction	15/87	3.812318e-09	6.820662e-08	0	0	8.345361e+00	1.617751e+02	COX8A;COX7B;UQCRB;COX7A2;UQCR11;UQCR10;COX6A1;COX6C;COX7C;COX5A;UQCRH;COX6B1;COX7A2L;UQCRQ;UQCRFS1
KEGG_2021_Human	Salmonella infection	25/249	4.080738e-09	6.820662e-08	0	0	4.529135e+00	8.748925e+01	DCTN3;BRK1;TXN;ACTB;MYL12A;MYL12B;ACTG1;HSP90B1;TUBA1B;TUBA1A;RPS3;SKP1;S100A10;JUN;DYNLT1;FOS;DYNLL1;TUBB4B;RHOA;ARPC2;ARPC3;CYCS;PFN1;GAPDH;PFN2
KEGG_2021_Human	Protein export	8/23	5.084595e-08	7.931968e-07	0	0	2.112195e+01	3.547319e+02	SPCS2;SPCS1;HSPA5;SEC61G;SEC61B;SRP14;SEC11A;SEC11C
KEGG_2021_Human	Proteasome	10/46	1.584403e-07	2.317189e-06	0	0	1.103401e+01	1.727693e+02	PSMB6;PSMB4;PSMB5;PSMA4;PSMB2;PSMA1;PSMB3;POMP;PSMB1;PSMA7
KEGG_2021_Human	Fluid shear stress and atherosclerosis	16/139	4.108723e-07	5.655537e-06	0	0	5.207821e+00	7.658092e+01	GSTM3;NQO1;JUN;DUSP1;MGST3;GSTP1;TXN;FOS;ACTB;RHOA;ACTG1;HSP90B1;GSTA4;SUMO2;CALM1;CALM2
KEGG_2021_Human	Retrograde endocannabinoid signaling	16/148	9.653543e-07	1.254961e-05	0	0	4.850488e+00	6.718300e+01	NDUFA8;NDUFA13;NDUFB8;NDUFA6;NDUFB6;NDUFA12;NDUFB5;NDUFA4;NDUFB4;NDUFA2;NDUFA1;NDUFC2;GNG5;NDUFAB1;NDUFV3;NDUFV2
KEGG_2021_Human	Shigellosis	19/246	1.486773e-05	1.831078e-04	0	0	3.353760e+00	3.728146e+01	GABARAPL2;JUN;ACTB;GABARAP;MYL12A;RHOA;MYL12B;ACTG1;RBX1;UBB;ARPC2;ARPC3;CYCS;PFN1;RPS27A;UBA52;SKP1;PFN2;H3-3B
KEGG_2021_Human	Protein processing in endoplasmic reticulum	15/171	2.698227e-05	3.156925e-04	0	0	3.835052e+00	4.034601e+01	PDIA3;PPP1R15A;SEC13;HSPA5;SSR4;TUSC3;SSR2;RBX1;HSP90B1;DAD1;SEC61G;CANX;ERP29;SEC61B;SKP1
KEGG_2021_Human	Mitophagy	9/68	4.721002e-05	5.260545e-04	0	0	6.039870e+00	6.016257e+01	GABARAPL2;FIS1;JUN;UBB;CSNK2B;TOMM7;RPS27A;UBA52;GABARAP
KEGG_2021_Human	Spinocerebellar ataxia	13/143	6.352648e-05	6.756908e-04	0	0	3.977413e+00	3.843793e+01	PSMA7;PSMB6;PSMB4;PSMA4;PSMB5;PSMA1;PSMB2;PSMB3;PSMB1;VDAC2;CYCS;SLC25A5;SLC25A4
KEGG_2021_Human	Glutathione metabolism	8/57	8.127858e-05	8.269212e-04	0	0	6.454621e+00	6.078722e+01	GSTM3;GPX1;GPX4;GSTA4;GSTP1;MGST3;ODC1;PRDX6
KEGG_2021_Human	Pathogenic Escherichia coli infection	15/197	1.359848e-04	1.325852e-03	0	0	3.282769e+00	2.922638e+01	JUN;TMED10;BRK1;FOS;TUBB4B;ACTB;RHOA;ACTG1;TUBA1B;TUBA1A;ARPC2;ARPC3;RPS3;CYCS;GAPDH
KEGG_2021_Human	Vibrio cholerae infection	7/50	2.305011e-04	2.157490e-03	0	0	6.424784e+00	5.380921e+01	ATP6V0B;ATP6V1G1;SEC61G;SEC61B;ACTB;ACTG1;ATP6V1F
KEGG_2021_Human	Tight junction	13/169	3.388509e-04	3.049659e-03	0	0	3.310062e+00	2.644723e+01	JUN;YBX3;ACTB;MYL12A;RHOA;ACTG1;MYL12B;MYL6;TUBA1B;TUBA1A;ARPC2;ARPC3;RAB13
KEGG_2021_Human	Ferroptosis	6/41	5.067219e-04	4.391589e-03	0	0	6.754772e+00	5.125216e+01	GPX4;FTH1;VDAC2;SLC3A2;SAT1;FTL
KEGG_2021_Human	RNA transport	13/186	8.402465e-04	7.022060e-03	0	0	2.982172e+00	2.111919e+01	EIF4A2;SEC13;EIF1;EEF1A1;EIF3I;SUMO2;SAP18;EIF3H;EIF3E;EIF3F;EIF1B;EIF4G2;RAN
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	13/193	1.179453e-03	9.516965e-03	0	0	2.865161e+00	1.931893e+01	GABARAPL2;JUN;CDKN1A;FOS;GABARAP;ZFP36;UBB;GNG5;CYCS;CALM1;RPS27A;UBA52;CALM2
KEGG_2021_Human	Spliceosome	11/150	1.404538e-03	1.095540e-02	0	0	3.133263e+00	2.057942e+01	SF3B5;SNRPD2;SF3B6;SNRPG;SNRPE;SNU13;HNRNPC;HNRNPA1;SRSF7;LSM4;LSM3
KEGG_2021_Human	Phagosome	11/152	1.562227e-03	1.179229e-02	0	0	3.088500e+00	1.995679e+01	ATP6V1G1;TUBA1B;ATP6V0B;TUBA1A;SEC61G;CANX;SEC61B;TUBB4B;ACTB;ACTG1;ATP6V1F
KEGG_2021_Human	HIF-1 signaling pathway	9/109	1.659926e-03	1.213821e-02	0	0	3.556008e+00	2.276195e+01	LDHB;CDKN1A;RPS6;PGK1;ELOB;ELOC;TIMP1;GAPDH;RBX1
KEGG_2021_Human	Human immunodeficiency virus 1 infection	13/212	2.713062e-03	1.903874e-02	0	0	2.589054e+00	1.530047e+01	PDIA3;JUN;FOS;RBX1;GNG5;CFL1;CYCS;ELOB;ELOC;CALM1;B2M;CALM2;SKP1
KEGG_2021_Human	Ubiquitin mediated proteolysis	10/140	2.766312e-03	1.903874e-02	0	0	3.040816e+00	1.791114e+01	ANAPC13;SOCS3;UBB;UBE2E3;ELOB;ELOC;RPS27A;UBA52;SKP1;RBX1
KEGG_2021_Human	Regulation of actin cytoskeleton	12/218	8.983938e-03	6.006404e-02	0	0	2.303120e+00	1.085303e+01	ARPC2;ARPC3;TMSB4X;CFL1;BRK1;PFN1;ACTB;MYL12A;RHOA;PFN2;MYL12B;ACTG1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	12/219	9.297026e-03	6.043067e-02	0	0	2.291875e+00	1.072153e+01	EGR1;RANBP1;JUN;CDKN1A;ZFP36;CANX;VDAC2;FOS;SLC25A5;B2M;SLC25A4;RAN
KEGG_2021_Human	Hepatocellular carcinoma	10/168	9.815285e-03	6.207505e-02	0	0	2.498321e+00	1.155177e+01	GSTM3;NQO1;CDKN1A;GADD45B;GSTA4;MGST3;GSTP1;TXNRD1;ACTB;ACTG1
KEGG_2021_Human	Pertussis	6/76	1.186095e-02	7.303849e-02	0	0	3.371313e+00	1.495010e+01	JUN;CFL1;FOS;CALM1;CALM2;RHOA
KEGG_2021_Human	Bacterial invasion of epithelial cells	6/77	1.260000e-02	7.560002e-02	0	0	3.323659e+00	1.453788e+01	ARPC2;ARPC3;CLTB;ACTB;RHOA;ACTG1
KEGG_2021_Human	Oxytocin signaling pathway	9/154	1.552434e-02	9.081736e-02	0	0	2.446731e+00	1.019148e+01	MYL6;JUN;CDKN1A;FOS;CALM1;CALM2;ACTB;RHOA;ACTG1
KEGG_2021_Human	Colorectal cancer	6/86	2.075387e-02	1.184489e-01	0	0	2.948381e+00	1.142504e+01	CDKN1A;JUN;GADD45B;CYCS;FOS;RHOA
KEGG_2021_Human	Glycolysis / Gluconeogenesis	5/67	2.602596e-02	1.423619e-01	0	0	3.166830e+00	1.155469e+01	LDHB;TPI1;G6PC3;PGK1;GAPDH
KEGG_2021_Human	Apoptosis	8/142	2.648626e-02	1.423619e-01	0	0	2.349958e+00	8.532999e+00	JUN;TUBA1B;TUBA1A;GADD45B;CYCS;FOS;ACTB;ACTG1
KEGG_2021_Human	Pathways in cancer	21/531	2.676890e-02	1.423619e-01	0	0	1.632445e+00	5.910291e+00	GSTM3;NQO1;JUN;CDKN1A;GADD45B;GSTP1;TXNRD1;MGST3;FOS;RHOA;RBX1;HSP90B1;GNG5;GSTA4;CYCS;HES1;ELOB;ELOC;CALM1;CALM2;SKP1
KEGG_2021_Human	Amphetamine addiction	5/69	2.909893e-02	1.471047e-01	0	0	3.067551e+00	1.085009e+01	JUN;FOSB;FOS;CALM1;CALM2
KEGG_2021_Human	Renal cell carcinoma	5/69	2.909893e-02	1.471047e-01	0	0	3.067551e+00	1.085009e+01	CDKN1A;JUN;ELOB;ELOC;RBX1
KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	2/11	2.954668e-02	1.471047e-01	0	0	8.697456e+00	3.063056e+01	VKORC1;NQO1
KEGG_2021_Human	Cysteine and methionine metabolism	4/50	3.600452e-02	1.755220e-01	0	0	3.410589e+00	1.133718e+01	LDHB;MDH1;MDH2;CDO1
KEGG_2021_Human	Citrate cycle (TCA cycle)	3/30	3.826876e-02	1.827528e-01	0	0	4.353454e+00	1.420585e+01	MDH1;MDH2;SUCLG1
KEGG_2021_Human	Thyroid hormone synthesis	5/75	3.965117e-02	1.834074e-01	0	0	2.803752e+00	9.049487e+00	GPX1;TTR;HSPA5;CANX;HSP90B1
KEGG_2021_Human	mTOR signaling pathway	8/154	3.997341e-02	1.834074e-01	0	0	2.155474e+00	6.939636e+00	ATP6V1G1;SEC13;RPS6;SLC3A2;LAMTOR1;RHOA;ATP6V1F;LAMTOR5
KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	5/76	4.160823e-02	1.872370e-01	0	0	2.764120e+00	8.788402e+00	GSTM3;AKR7A2;GSTA4;GSTP1;MGST3
KEGG_2021_Human	Necroptosis	8/159	4.673986e-02	2.063609e-01	0	0	2.083562e+00	6.382280e+00	H2AZ1;FTH1;VDAC2;SLC25A5;PPIA;SLC25A4;FTL;CHMP5
KEGG_2021_Human	Drug metabolism	6/108	5.390016e-02	2.335674e-01	0	0	2.309836e+00	6.746156e+00	NME1-NME2;GSTM3;DUT;GSTA4;MGST3;GSTP1
KEGG_2021_Human	Apelin signaling pathway	7/137	5.664770e-02	2.367065e-01	0	0	2.115619e+00	6.073738e+00	GABARAPL2;EGR1;GNG5;RPS6;CALM1;CALM2;GABARAP
KEGG_2021_Human	Yersinia infection	7/137	5.664770e-02	2.367065e-01	0	0	2.115619e+00	6.073738e+00	JUN;ARPC2;ARPC3;FOS;ACTB;RHOA;ACTG1
KEGG_2021_Human	Viral myocarditis	4/60	6.296617e-02	2.584927e-01	0	0	2.800115e+00	7.742760e+00	CYCS;ACTB;EIF4G2;ACTG1
KEGG_2021_Human	Rheumatoid arthritis	5/93	8.369784e-02	3.376775e-01	0	0	2.228191e+00	5.527122e+00	ATP6V0B;ATP6V1G1;JUN;FOS;ATP6V1F
KEGG_2021_Human	Cell cycle	6/124	9.110131e-02	3.613171e-01	0	0	1.994991e+00	4.779565e+00	ANAPC13;CDKN1A;GADD45B;YWHAQ;SKP1;RBX1
KEGG_2021_Human	Cellular senescence	7/156	9.706137e-02	3.758952e-01	0	0	1.844031e+00	4.301040e+00	CDKN1A;GADD45B;VDAC2;CALM1;SLC25A5;CALM2;SLC25A4
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	4/70	9.798977e-02	3.758952e-01	0	0	2.374633e+00	5.516018e+00	ATP6V0B;ATP6V1G1;JUN;ATP6V1F
KEGG_2021_Human	Adherens junction	4/71	1.019061e-01	3.846132e-01	0	0	2.339071e+00	5.341745e+00	CSNK2B;ACTB;RHOA;ACTG1
KEGG_2021_Human	Oocyte meiosis	6/129	1.049981e-01	3.899931e-01	0	0	1.913400e+00	4.312445e+00	ANAPC13;YWHAQ;CALM1;CALM2;SKP1;RBX1
KEGG_2021_Human	Nucleotide excision repair	3/47	1.126690e-01	4.044518e-01	0	0	2.669106e+00	5.827460e+00	CETN2;GTF2H5;RBX1
KEGG_2021_Human	Pyruvate metabolism	3/47	1.126690e-01	4.044518e-01	0	0	2.669106e+00	5.827460e+00	LDHB;MDH1;MDH2
KEGG_2021_Human	PPAR signaling pathway	4/74	1.140761e-01	4.044518e-01	0	0	2.238479e+00	4.859490e+00	FABP5;DBI;PLTP;SLC27A4
KEGG_2021_Human	Glioma	4/75	1.182691e-01	4.094640e-01	0	0	2.206838e+00	4.711141e+00	CDKN1A;GADD45B;CALM1;CALM2
KEGG_2021_Human	Gastric acid secretion	4/76	1.225280e-01	4.094640e-01	0	0	2.176075e+00	4.568486e+00	CALM1;CALM2;ACTB;ACTG1
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	5/106	1.267114e-01	4.094640e-01	0	0	1.940094e+00	4.007930e+00	EGR1;CDKN1A;NACA;FOS;RHOA
KEGG_2021_Human	Leishmaniasis	4/77	1.268516e-01	4.094640e-01	0	0	2.146156e+00	4.431247e+00	EEF1A1;JUN;MARCKSL1;FOS
KEGG_2021_Human	Arginine and proline metabolism	3/50	1.291603e-01	4.094640e-01	0	0	2.498352e+00	5.113380e+00	ODC1;CKB;SAT1
KEGG_2021_Human	Cholesterol metabolism	3/50	1.291603e-01	4.094640e-01	0	0	2.498352e+00	5.113380e+00	NPC2;VDAC2;PLTP
KEGG_2021_Human	Estrogen signaling pathway	6/137	1.293666e-01	4.094640e-01	0	0	1.795809e+00	3.672619e+00	JUN;FOS;KRT10;CALM1;CALM2;HSP90B1
KEGG_2021_Human	Antigen processing and presentation	4/78	1.312385e-01	4.094640e-01	0	0	2.117044e+00	4.299165e+00	PDIA3;HSPA5;CANX;B2M
KEGG_2021_Human	Synaptic vesicle cycle	4/78	1.312385e-01	4.094640e-01	0	0	2.117044e+00	4.299165e+00	ATP6V0B;ATP6V1G1;CLTB;ATP6V1F
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	5/108	1.340887e-01	4.100592e-01	0	0	1.902226e+00	3.822055e+00	FBL;CSNK2B;SNU13;NOP10;RAN
KEGG_2021_Human	Epstein-Barr virus infection	8/202	1.349340e-01	4.100592e-01	0	0	1.618138e+00	3.241080e+00	PDIA3;JUN;CDKN1A;GADD45B;CYCS;HES1;VIM;B2M
KEGG_2021_Human	Influenza A	7/172	1.407412e-01	4.222235e-01	0	0	1.663839e+00	3.262511e+00	SOCS3;CYCS;SLC25A5;SLC25A4;ACTB;RAB11A;ACTG1
KEGG_2021_Human	Collecting duct acid secretion	2/27	1.456305e-01	4.313612e-01	0	0	3.128514e+00	6.027654e+00	ATP6V1G1;ATP6V1F
KEGG_2021_Human	Peroxisome	4/82	1.493905e-01	4.369672e-01	0	0	2.008065e+00	3.817715e+00	PRDX5;PRDX1;ECH1;SOD1
KEGG_2021_Human	Phototransduction	2/28	1.543696e-01	4.459565e-01	0	0	3.008032e+00	5.620225e+00	CALM1;CALM2
KEGG_2021_Human	Leukocyte transendothelial migration	5/114	1.573201e-01	4.489378e-01	0	0	1.796960e+00	3.323429e+00	ACTB;MYL12A;RHOA;ACTG1;MYL12B
KEGG_2021_Human	NOD-like receptor signaling pathway	7/181	1.688490e-01	4.683548e-01	0	0	1.577044e+00	2.805168e+00	GABARAPL2;JUN;TXNIP;VDAC2;TXN;GABARAP;RHOA
KEGG_2021_Human	Legionellosis	3/57	1.705588e-01	4.683548e-01	0	0	2.173709e+00	3.844585e+00	EEF1A1;EEF1G;CYCS
KEGG_2021_Human	Lipid and atherosclerosis	8/215	1.718168e-01	4.683548e-01	0	0	1.515494e+00	2.669280e+00	JUN;HSPA5;CYCS;FOS;CALM1;CALM2;RHOA;HSP90B1
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	2/30	1.721304e-01	4.683548e-01	0	0	2.792886e+00	4.914091e+00	MDH1;MDH2
KEGG_2021_Human	Neurotrophin signaling pathway	5/119	1.778435e-01	4.715412e-01	0	0	1.717703e+00	2.966219e+00	BEX3;JUN;CALM1;CALM2;RHOA
KEGG_2021_Human	Gap junction	4/88	1.782707e-01	4.715412e-01	0	0	1.864055e+00	3.214474e+00	TUBA1B;TUBA1A;HTR2C;TUBB4B
KEGG_2021_Human	Circadian rhythm	2/31	1.811320e-01	4.715412e-01	0	0	2.696441e+00	4.606948e+00	SKP1;RBX1
KEGG_2021_Human	Endocytosis	9/252	1.815386e-01	4.715412e-01	0	0	1.452591e+00	2.478537e+00	SNX3;ARF4;ARPC2;ARPC3;CLTB;FOLR1;RHOA;RAB11A;CHMP5
KEGG_2021_Human	Riboflavin metabolism	1/8	1.833771e-01	4.715412e-01	0	0	5.580590e+00	9.465855e+00	BLVRB
KEGG_2021_Human	Mineral absorption	3/60	1.893367e-01	4.815737e-01	0	0	2.058985e+00	3.426623e+00	FTH1;ATOX1;FTL
KEGG_2021_Human	Neutrophil extracellular trap formation	7/189	1.957245e-01	4.924681e-01	0	0	1.507099e+00	2.458150e+00	H2AZ1;VDAC2;SLC25A5;SLC25A4;ACTB;ACTG1;H3-3B
KEGG_2021_Human	Platelet activation	5/124	1.993096e-01	4.961537e-01	0	0	1.645107e+00	2.653385e+00	ACTB;MYL12A;RHOA;ACTG1;MYL12B
KEGG_2021_Human	Human cytomegalovirus infection	8/225	2.029446e-01	4.963788e-01	0	0	1.444907e+00	2.304369e+00	PDIA3;CDKN1A;GNG5;CYCS;CALM1;B2M;CALM2;RHOA
KEGG_2021_Human	GnRH signaling pathway	4/93	2.036426e-01	4.963788e-01	0	0	1.758880e+00	2.799062e+00	EGR1;JUN;CALM1;CALM2
KEGG_2021_Human	Propanoate metabolism	2/34	2.085098e-01	4.986603e-01	0	0	2.443273e+00	3.830489e+00	LDHB;SUCLG1
