names,scores,logfoldchanges,pvals,pvals_adj,log2fc,significant,category
NDUFB6,22.692003,0.5344877,5.3732931171961756e-114,2.5746151530826903e-112,0.7711027,True,Mitochondria
PRDX3,22.453691,0.6969115,1.1777222836237356e-111,5.470252625921186e-110,1.0054308,True,Mitochondria
ATP5F1D,22.124907,0.48657736,1.820180967651346e-108,8.228415215119436e-107,0.70198274,True,Mitochondria
CYCS,20.134197,0.58360595,3.7026481293475137e-90,1.397980091137165e-88,0.84196526,True,Mitochondria
VDAC2,19.254492,0.48140293,1.2944020663655933e-82,4.4690399757580055e-81,0.6945175,True,Mitochondria
SLC25A4,18.235392,0.5835997,2.7031003356005354e-74,8.379039560375276e-73,0.84195644,True,Mitochondria
VDAC1,18.150667,0.47421423,1.2684851493174682e-73,3.8990627377972164e-72,0.68414634,True,Mitochondria
NDUFV2,17.82299,0.45320126,4.686245669145235e-71,1.3918244564687528e-69,0.6538312,True,Mitochondria
FIS1,16.960484,0.38545084,1.61016484582103e-64,4.415505667598742e-63,0.5560879,True,Mitochondria
TOMM22,16.83036,0.6061745,1.462110949862375e-63,3.972354060571119e-62,0.87452507,True,Mitochondria
SQSTM1,16.025026,0.35613137,8.545502530341357e-58,2.128439831821036e-56,0.5137889,True,Mitochondria
NDUFS2,15.213752,0.40708026,2.8663533783416254e-52,6.580345495810789e-51,0.5872926,True,Mitochondria
FUNDC1,15.161111,0.60169965,6.39779969994333e-52,1.4565922236113214e-50,0.8680691,True,Mitochondria
NDUFS4,14.923627,0.3594485,2.313480556772188e-50,5.15244333013577e-49,0.51857454,True,Mitochondria
NDUFV1,14.906953,0.347291,2.9699980226519184e-50,6.591237791340427e-49,0.501035,True,Mitochondria
CYC1,14.514151,0.38071316,9.857109911503649e-48,2.103710997415815e-46,0.5492529,True,Mitochondria
NDUFA9,14.380849,0.5534413,6.8251888307401675e-47,1.433680782755191e-45,0.7984471,True,Mitochondria
ATP5F1C,13.69938,0.35347202,1.0239449004031043e-42,2.00085474851759e-41,0.5099522,True,Mitochondria
NDUFS7,13.588616,0.32406226,4.67838843089794e-42,8.986183123208593e-41,0.4675231,False,Mitochondria
TIMM23,13.524338,0.5057855,1.1235071851617365e-41,2.1356347038255892e-40,0.72969425,True,Mitochondria
UQCRC2,12.841751,0.2979357,9.568536297194253e-38,1.6721558902200494e-36,0.4298304,False,Mitochondria
NDUFA2,11.757759,0.25028467,6.44213471784472e-32,1.0098493859555163e-30,0.36108437,False,Mitochondria
NDUFA7,11.563787,0.40748668,6.287337298929541e-31,9.68329196185976e-30,0.5878789,True,Mitochondria
NDUFA5,11.29772,0.3574171,1.346685528589022e-29,2.0025459655347098e-28,0.51564366,True,Mitochondria
MT-CO2,11.261801,0.28930083,2.025772961172524e-29,3.003223777220581e-28,0.41737276,False,Mitochondria
ENDOG,10.957926,0.54055727,6.0878972042222165e-28,8.705534669210611e-27,0.7798593,True,Mitochondria
BNIP3,10.806592,0.39406243,3.203495414186117e-27,4.4904062870742683e-26,0.5685119,True,Mitochondria
TOMM20,10.378404,0.22737725,3.1093036763646464e-25,4.131898232887472e-24,0.32803607,False,Mitochondria
MT-ND3,10.351108,0.23596105,4.136723071819161e-25,5.4806596697902896e-24,0.34041995,False,Mitochondria
SOD2,10.029299,0.23735636,1.1331858845077734e-23,1.4443440833369724e-22,0.34243295,False,Mitochondria
MT-CYB,9.794596,0.24007125,1.1877182829041495e-22,1.4712187099921689e-21,0.34634966,False,Mitochondria
TFAM,9.257796,0.2564743,2.0869555267735374e-20,2.429773049249889e-19,0.3700142,False,Mitochondria
MCUR1,9.058725,0.35415718,1.319843512527289e-19,1.5040061332130916e-18,0.51094085,True,Mitochondria
SDHB,8.272822,0.18062964,1.308241785608126e-16,1.3587797681643219e-15,0.26059368,False,Mitochondria
MT-CO3,8.189687,0.20059513,2.619066774173206e-16,2.6922708840566167e-15,0.2893977,False,Mitochondria
MT-ATP6,8.170756,0.1918268,3.0646254690867587e-16,3.1444043826277154e-15,0.27674747,False,Mitochondria
CLPP,7.935901,0.15497252,2.089720045834337e-15,2.094768138925915e-14,0.22357813,False,Mitochondria
MIEF1,7.8622637,0.24667878,3.7725316728646e-15,3.7474836983428705e-14,0.3558823,False,Mitochondria
TOMM40,7.6286335,0.208946,2.3725539128164043e-14,2.279081817190268e-13,0.30144525,False,Mitochondria
TIMM50,7.4217196,0.20444496,1.1560930623052561e-13,1.0814953091994683e-12,0.29495177,False,Mitochondria
MTIF3,7.242465,0.2693779,4.406022473677633e-13,4.0291747302948936e-12,0.38863012,False,Mitochondria
MT-CO1,7.0829487,0.15960069,1.4111879218083622e-12,1.2634339899992391e-11,0.23025504,False,Mitochondria
PINK1,6.951451,0.13205758,3.615480072129157e-12,3.172994941194595e-11,0.19051874,False,Mitochondria
ATF5,6.933686,0.41650707,4.100149924656681e-12,3.588324603779323e-11,0.60089266,True,Mitochondria
TIMM17A,6.883249,0.24229802,5.850271484327699e-12,5.079550760158669e-11,0.3495623,False,Mitochondria
VDAC3,6.5487695,0.08199779,5.8013013946684936e-11,4.799248507539747e-10,0.11829778,False,Mitochondria
NDUFA10,6.319343,0.10965516,2.626773398113872e-10,2.1114995374531576e-09,0.15819901,False,Mitochondria
AIFM1,5.937172,0.12686092,2.8998051526206627e-09,2.206380028423672e-08,0.18302152,False,Mitochondria
UQCRC1,5.5913897,0.106507555,2.2525954253250762e-08,1.6291131597887013e-07,0.15365794,False,Mitochondria
MTIF2,5.4849653,0.48061287,4.135502844414121e-08,2.9458174593425025e-07,0.69337773,True,Mitochondria
HSPA9,5.480395,0.07171608,4.243774007424976e-08,3.020495849362378e-07,0.10346439,False,Mitochondria
SDHA,4.7602754,0.14961787,1.9332892093522686e-06,1.2443321504619386e-05,0.2158529,False,Mitochondria
SIRT5,4.449673,0.075481944,8.600098916352233e-06,5.278135216055104e-05,0.10889753,False,Mitochondria
BNIP3L,4.3050156,0.05005457,1.669741626525794e-05,0.00010021183679132702,0.07221358,False,Mitochondria
MFF,4.1416473,0.025901066,3.4482011618065105e-05,0.0002016654385098008,0.03736748,False,Mitochondria
MT-ATP8,3.9062579,0.26230294,9.373646157562189e-05,0.0005285337775753499,0.37842318,False,Mitochondria
CASP7,3.6725085,0.36465952,0.00024018120418584256,0.0013026646667470372,0.5260923,True,Mitochondria
SDHD,3.2532465,0.07319183,0.0011409441361623055,0.005747974890990169,0.10559349,False,Mitochondria
HTRA2,2.881533,0.044681113,0.003957460340881741,0.01864134188841553,0.064461224,False,Mitochondria
MT-ND4L,2.2782187,0.12728296,0.022713546539452345,0.09546851964494514,0.18363039,False,Mitochondria
MT-ND5,2.272421,0.024355998,0.023061097003717324,0.09681830798945407,0.035138384,False,Mitochondria
MT-ND4,1.4609478,0.006943616,0.14402977916019502,0.5045630667521773,0.010017526,False,Mitochondria
MIEF2,1.3440474,0.015858943,0.17893303371594793,0.6096946642675409,0.022879627,False,Mitochondria
CALCOCO2,1.1821924,-0.09163232,0.23712934436418442,0.7739386615124298,-0.13219754,False,Mitochondria
LONP1,1.1810894,-0.078616194,0.23756719523446446,0.7750226692563341,-0.11341916,False,Mitochondria
PPARGC1B,1.0772744,0.0293327,0.28135769595192583,0.8902812469708229,0.04231816,False,Mitochondria
SIRT3,0.99837863,-0.10175497,0.3180957833334632,0.9809915280091795,-0.14680144,False,Mitochondria
OPTN,0.9409382,-0.08276276,0.3467365582554979,1.0,-0.1194013,False,Mitochondria
COX4I2,0.5907125,0.9441529,0.5547130903782471,1.0,1.3621247,False,Mitochondria
GABPA,0.5730244,-0.11971736,0.5666281669883377,1.0,-0.17271565,False,Mitochondria
TOMM70,0.4299866,-0.1390771,0.6672054008353896,1.0,-0.20064583,False,Mitochondria
PPARGC1A,0.29467216,-0.07834383,0.7682443247356155,1.0,-0.113026276,False,Mitochondria
DIABLO,0.15260452,0.18022636,0.8787101561590598,1.0,0.2600117,False,Mitochondria
TXNRD2,0.04603506,-0.14297988,0.9632823073459678,1.0,-0.20627645,False,Mitochondria
COX6A2,-0.010260416,-0.52530336,0.9918135162995955,1.0,-0.7578527,False,Mitochondria
COX7A1,-0.052594706,0.081279986,0.9580548340398766,1.0,0.1172623,False,Mitochondria
MT-ND6,-0.11812478,-0.27617365,0.9059687874442968,1.0,-0.39843434,False,Mitochondria
COX6B2,-0.29935616,-0.63540184,0.7646682976489209,1.0,-0.9166911,False,Mitochondria
CAT,-0.39969185,-0.35930598,0.6893834987985704,1.0,-0.5183689,False,Mitochondria
MFN2,-0.46448052,-0.17159235,0.6423035139553477,1.0,-0.24755545,False,Mitochondria
TFB1M,-0.5232307,-0.20719045,0.6008137333521306,1.0,-0.2989126,False,Mitochondria
TFB2M,-0.7059074,-0.3914003,0.48024571955395157,1.0,-0.56467134,False,Mitochondria
TWNK,-0.9019827,-0.34347302,0.36706603648699176,1.0,-0.49552697,False,Mitochondria
MT-ND1,-0.9883175,-0.0947329,0.32299718172702874,0.9917411784807285,-0.13667075,False,Mitochondria
POLG2,-1.1396209,-0.17230642,0.25444428558903875,0.8209481659150194,-0.24858569,False,Mitochondria
LETM1,-1.2288077,-0.21137522,0.21914391583377368,0.724364659373829,-0.30494994,False,Mitochondria
APAF1,-1.4704129,-0.3363838,0.1414499759226382,0.49695037068156256,-0.48529932,False,Mitochondria
BCL2L13,-1.5823736,-0.21374711,0.1135642958757333,0.4103539898455602,-0.3083718,False,Mitochondria
TIMM44,-1.7141769,-0.28205606,0.08649624061995569,0.32278133875535514,-0.40692088,False,Mitochondria
POLG,-1.9138497,-0.38268703,0.05563936489950724,0.21650328241947325,-0.5521008,False,Mitochondria
MFN1,-2.4833288,-0.40686244,0.01301608562340882,0.05693372536110385,-0.5869785,False,Mitochondria
SIRT4,-2.6055171,-0.8397472,0.009173567372665198,0.04110303906020693,-1.2114991,True,Mitochondria
NDUFS1,-2.8513732,-0.17547938,0.004353084719013759,0.020382668133972666,-0.25316334,False,Mitochondria
MT-ND2,-6.396732,-0.29668295,1.5873786064049744e-10,1.2894263228315643e-09,-0.428023,False,Mitochondria
DNM1L,-7.216134,-0.45069626,5.348641537919896e-13,4.873945446176601e-12,-0.65021735,True,Mitochondria
OPA1,-7.469413,-0.5917709,8.055337562537645e-14,7.57584088145779e-13,-0.85374504,True,Mitochondria
MICU2,-9.330154,-0.516419,1.0571702160640382e-20,1.2390271549105459e-19,-0.7450351,True,Mitochondria
MCU,-10.239585,-0.64725155,1.318005009083803e-24,1.7228460127655323e-23,-0.93378663,True,Mitochondria
NRF1,-13.32936,-0.8140436,1.5623129825291836e-40,2.9007977564174197e-39,-1.1744165,True,Mitochondria
MICU1,-13.875985,-0.67655104,8.856728017867765e-44,1.7683705791826216e-42,-0.9760567,True,Mitochondria
PRKN,-20.745577,-0.7773193,1.3440088107475094e-95,5.359707302768807e-94,-1.1214347,True,Mitochondria
SIGMAR1,12.19333,0.48542568,3.373483361865874e-34,5.5388592443087844e-33,0.7003212,True,ER-Mito_interaction
ACAT1,8.542122,0.25452855,1.3177919937226427e-17,1.4175690544359051e-16,0.36720702,False,ER-Mito_interaction
ATP2A2,0.64297223,-0.0848924,0.5202421115182365,1.0,-0.122473866,False,ER-Mito_interaction
PTDSS2,0.21636455,-0.15161392,0.8287036006089179,1.0,-0.21873274,False,ER-Mito_interaction
ATP2A1,-0.42217347,-0.331901,0.6728984001174643,1.0,-0.478832,False,ER-Mito_interaction
ATP2A3,-0.6735116,-0.95053107,0.5006218372999918,1.0,-1.3713266,False,ER-Mito_interaction
ITPR1,-0.71271116,-0.20589197,0.4760245060516377,1.0,-0.29703936,False,ER-Mito_interaction
PTDSS1,-0.8041852,-0.18976814,0.4212900207004844,1.0,-0.27377748,False,ER-Mito_interaction
ITPR3,-1.0603658,-0.9260806,0.28897822645866467,0.9095525058326172,-1.336052,False,ER-Mito_interaction
VAPB,-1.0742368,-0.19608228,0.2827166102780547,0.8936811225074033,-0.28288695,False,ER-Mito_interaction
RMDN3,-1.8604659,-0.2732163,0.06281964007492583,0.24193894478028957,-0.39416796,False,ER-Mito_interaction
ITPR2,-3.0634625,-0.66864,0.0021879165639762527,0.010642231337284026,-0.9646436,True,ER-Mito_interaction
RYR1,-4.0650396,-1.3045514,4.8024334818857406e-05,0.0002777644170075295,-1.8820698,True,ER-Mito_interaction
RYR3,-4.445389,-0.64221716,8.773296982766765e-06,5.3784284471634696e-05,-0.92652345,True,ER-Mito_interaction
RYR2,-7.4236465,-1.3660042,1.1393908773727388e-13,1.0663244070663252e-12,-1.9707274,True,ER-Mito_interaction
ACSL4,-11.885253,-0.71795726,1.412075503901612e-32,2.2431041211490174e-31,-1.0357934,True,ER-Mito_interaction
CACNA1B,-12.2248745,-1.4921921,2.2893367004741345e-34,3.771489292399074e-33,-2.1527784,True,ER-Mito_interaction
PACS2,-13.604673,-0.5715205,3.7564350327760024e-42,7.2216150066296e-41,-0.82452977,True,ER-Mito_interaction
CACNA1A,-23.46852,-0.9187716,8.55440311229058e-122,4.3449650727160904e-120,-1.3255073,True,ER-Mito_interaction
