names,scores,logfoldchanges,pvals,pvals_adj,log2fc,significant,category
HERPUD1,-3.7136292,-0.43692464,0.0002043080678407245,0.0011377003002965068,-0.630349,True,ER_stress
CASP3,-4.2472134,-0.49826103,2.1644586502280713e-05,0.0001318640972145872,-0.7188388,True,ER_stress
DDIT3,-4.384701,-0.52569205,1.1614542118821376e-05,7.257810053110911e-05,-0.7584133,True,ER_stress
DNAJB9,-4.8036146,-0.5204292,1.558266934489068e-06,1.0432561549533659e-05,-0.7508206,True,ER_stress
MAPK10,-5.250555,-0.24281989,1.51641474653842e-07,1.0963349612300945e-06,-0.350315,False,ER_stress
ATF4,-6.5469174,-0.30536488,5.87368223517727e-11,5.208866669284423e-10,-0.44054845,False,ER_stress
MAPK8,-9.088423,-0.55335754,1.0048585185372386e-19,1.3057520471603834e-18,-0.79832625,True,ER_stress
COX4I1,69.04075,0.95844775,0.0,0.0,1.3827478,True,Mitochondria
COX5B,58.37504,0.90914047,0.0,0.0,1.3116125,True,Mitochondria
ATP5F1E,54.8094,0.65062,0.0,0.0,0.9386462,True,Mitochondria
UQCRQ,50.645203,0.7584025,0.0,0.0,1.0941436,True,Mitochondria
NDUFB2,38.44921,0.702736,0.0,0.0,1.0138338,True,Mitochondria
NDUFB10,35.224457,0.694867,8.445818183674777e-272,3.095814655225989e-269,1.0024813,True,Mitochondria
COX6B1,34.500103,0.5430072,7.993220577006794e-261,2.585219119854565e-258,0.78339374,True,Mitochondria
NDUFS6,32.649414,0.6155932,8.168611147689292e-234,2.2597769178758568e-231,0.88811314,True,Mitochondria
NDUFB7,32.59006,0.65857035,5.671724535861672e-233,1.5495433256795745e-230,0.9501162,True,Mitochondria
ATP5MC1,32.378586,0.7810546,5.495368302341296e-230,1.482940307648983e-227,1.1268235,True,Mitochondria
NDUFB11,31.419767,0.5336479,1.0868384743630443e-216,2.747452708812234e-214,0.7698911,True,Mitochondria
NDUFA3,31.333954,0.6496817,1.6095108784757444e-215,3.955080754225368e-213,0.9372925,True,Mitochondria
NDUFS5,30.306583,0.47934437,9.388170585553565e-202,2.0544680167968114e-199,0.6915477,True,Mitochondria
NDUFC1,30.276405,0.6520061,2.3442989793347676e-201,5.104769054703915e-199,0.940646,True,Mitochondria
NDUFA11,29.845667,0.55115116,9.992161463351056e-196,2.0634517095162422e-193,0.795143,True,Mitochondria
ATP5PD,28.33208,0.58560795,1.3917124727841079e-176,2.4584684669832037e-174,0.8448537,True,Mitochondria
UQCR10,27.655212,0.4469283,2.4157123979282273e-168,3.836011752175849e-166,0.64478123,True,Mitochondria
NDUFB1,26.92756,0.48588946,1.0449085854017827e-159,1.5527482782933383e-157,0.70099026,True,Mitochondria
NDUFA1,25.368946,0.48784357,5.5540240981733226e-142,7.122428687529205e-140,0.7038095,True,Mitochondria
GPX4,24.927092,0.4260768,3.7842890016740407e-137,4.610962216831976e-135,0.6146988,True,Mitochondria
ATP5IF1,24.759407,0.3955337,2.4552934945155318e-135,2.9188794499935184e-133,0.57063437,True,Mitochondria
ATP5MF,24.736652,0.44382823,4.315852614399943e-135,5.089466302868522e-133,0.64030874,True,Mitochondria
NDUFB9,22.115637,0.41108498,2.2353032353669637e-108,1.9091659827349758e-106,0.5930702,True,Mitochondria
SQSTM1,22.090424,0.46033052,3.9071041296729976e-108,3.330579113329389e-106,0.6641166,True,Mitochondria
NDUFS3,20.759745,0.4577968,1.0009883178478455e-95,7.113000347149488e-94,0.6604611,True,Mitochondria
UQCR11,20.414902,0.35086244,1.2327837887584613e-92,8.3551968770924e-91,0.50618744,True,Mitochondria
NDUFA13,19.695799,0.3252968,2.3427354826910188e-86,1.4721080420235307e-84,0.46930408,False,Mitochondria
NDUFV1,18.459091,0.4008089,4.4070065902527524e-76,2.363982827790946e-74,0.5782449,True,Mitochondria
ATP5MG,17.924606,0.280521,7.578530990060412e-72,3.7751898542332645e-70,0.40470633,False,Mitochondria
HSPD1,17.773952,0.3492846,1.1247993974316396e-70,5.4488354950912e-69,0.50391114,True,Mitochondria
NDUFS2,17.276358,0.39363676,7.088581072577113e-67,3.221057097710505e-65,0.56789774,True,Mitochondria
ATP5F1D,16.737616,0.3252281,6.972570376928081e-63,2.909824294113459e-61,0.46920508,False,Mitochondria
TOMM22,15.96867,0.39869946,2.1124111382997472e-57,7.907788623766185e-56,0.57520175,True,Mitochondria
TOMM40,15.947271,0.51305187,2.976206292762272e-57,1.1066053253883456e-55,0.7401773,True,Mitochondria
NDUFS8,15.820567,0.31150058,2.244607842521996e-56,8.152875356001033e-55,0.4494003,False,Mitochondria
ATP5ME,15.622025,0.2886578,5.154259271746445e-55,1.813721986616313e-53,0.41644526,False,Mitochondria
NDUFS7,15.30892,0.31537384,6.666176573599126e-53,2.2486076899258524e-51,0.45498824,False,Mitochondria
COX8A,14.936311,0.26615608,1.9127548727718551e-50,6.065929043528682e-49,0.383982,False,Mitochondria
SDHC,14.789589,0.30498552,1.7099439462572085e-49,5.28928230802177e-48,0.44000116,False,Mitochondria
SOD2,14.735876,0.30158204,3.792444539720403e-49,1.1640925716967315e-47,0.4350908,False,Mitochondria
NDUFB3,14.693747,0.3009462,7.069440209241297e-49,2.1594194239144979e-47,0.4341736,False,Mitochondria
NDUFB4,13.044315,0.25468832,6.846897855165686e-39,1.6367807013984667e-37,0.36743754,False,Mitochondria
AIFM1,12.854179,0.31737173,8.148624728314504e-38,1.8854571662264164e-36,0.45787066,False,Mitochondria
CALCOCO2,12.73488,0.3346642,3.784255213189902e-37,8.60228681175044e-36,0.4828183,False,Mitochondria
TIMM50,12.32283,0.30445835,6.825574968560744e-35,1.4602613840812882e-33,0.43924055,False,Mitochondria
COX6C,12.089584,0.22752313,1.198920241698725e-33,2.4746929024570677e-32,0.32824636,False,Mitochondria
NDUFA9,12.040554,0.2951925,2.1748904175220978e-33,4.4557396322835114e-32,0.4258728,False,Mitochondria
LONP1,11.604754,0.41680074,3.8980408390437523e-31,7.559930526727447e-30,0.6013164,True,Mitochondria
UQCRC1,11.570157,0.2639264,5.8375961514309556e-31,1.1281744477892882e-29,0.3807653,False,Mitochondria
MIEF1,11.551649,0.26833406,7.241715843643645e-31,1.3946327193454875e-29,0.38712424,False,Mitochondria
NDUFA8,11.4261465,0.21237499,3.0954436590914333e-30,5.846122146363066e-29,0.30639246,False,Mitochondria
TFAM,11.176097,0.19097543,5.33867133019028e-29,9.655707118821943e-28,0.27551925,False,Mitochondria
GPX1,11.146295,0.22338668,7.465070067530891e-29,1.3451805489160745e-27,0.3222789,False,Mitochondria
TXN2,11.141542,0.21258973,7.874351632706991e-29,1.4160311975316832e-27,0.30670214,False,Mitochondria
PINK1,10.618328,0.18872064,2.449071265434067e-26,4.051329397569871e-25,0.27226642,False,Mitochondria
BNIP3,10.039497,0.22774099,1.0219358778936495e-23,1.5500300525872437e-22,0.32856086,False,Mitochondria
TIMM17B,10.012485,0.18705331,1.3433538880040773e-23,2.0298441813035844e-22,0.26986077,False,Mitochondria
NDUFB8,9.97426,0.19971864,1.9756741429791842e-23,2.9679645783156556e-22,0.28813314,False,Mitochondria
MT-ND3,9.887169,0.2135661,4.7322066995355917e-23,7.006086970238053e-22,0.30811068,False,Mitochondria
MT-CO2,9.755453,0.22222237,1.7481826937112343e-22,2.5186886330030247e-21,0.32059923,False,Mitochondria
ATF5,9.690478,0.5388629,3.3097539828155724e-22,4.732862115998887e-21,0.77741474,True,Mitochondria
NDUFS4,9.577902,0.16113599,9.903655074476743e-22,1.3913196170742064e-20,0.23247011,False,Mitochondria
HSPE1,9.535973,0.19522418,1.4848708925389828e-21,2.072129793122452e-20,0.28164893,False,Mitochondria
TIMM23,9.042705,0.14522675,1.5284289686229664e-19,1.9721172371325845e-18,0.20951791,False,Mitochondria
ATP5MC2,8.973526,0.17098193,2.871716976709399e-19,3.66450081048853e-18,0.24667494,False,Mitochondria
SIRT5,8.879094,0.28454512,6.740710334829043e-19,8.488316197760959e-18,0.4105118,False,Mitochondria
BCL2L13,8.801166,0.16653594,1.3540221540902232e-18,1.683856897648079e-17,0.24026057,False,Mitochondria
PRDX5,8.6941,0.17385668,3.495877283853819e-18,4.2820846061708184e-17,0.25082216,False,Mitochondria
FUNDC1,8.5595045,0.109776475,1.1335362149242193e-17,1.357096460251952e-16,0.15837409,False,Mitochondria
MCUR1,8.31401,0.14120889,9.252171307280964e-17,1.0681522496642006e-15,0.20372124,False,Mitochondria
MTIF3,8.280243,0.15866879,1.2292461731990258e-16,1.4106345466822944e-15,0.2289107,False,Mitochondria
NDUFA10,8.24426,0.1225926,1.661851920666243e-16,1.898161999024289e-15,0.17686373,False,Mitochondria
LETM1,8.161197,0.4212091,3.3172175228221525e-16,3.742270581145299e-15,0.60767615,True,Mitochondria
NDUFB6,8.135336,0.14360689,4.1079676848429733e-16,4.608341407434405e-15,0.20718089,False,Mitochondria
HSPA9,7.7100286,0.09044192,1.2578946323939927e-14,1.3326048482775086e-13,0.13048007,False,Mitochondria
PPARGC1A,7.631812,0.25280827,2.314764008714663e-14,2.4155921634003123e-13,0.36472526,False,Mitochondria
NDUFA6,7.4772277,0.13976331,7.590685781858416e-14,7.750322766964351e-13,0.20163578,False,Mitochondria
SDHA,7.4137063,0.15082598,1.2281768057098014e-13,1.2416130769007429e-12,0.21759596,False,Mitochondria
TIMM44,7.2153745,0.14546731,5.378580312150358e-13,5.278496956944348e-12,0.20986487,False,Mitochondria
COX7B,7.172932,0.15632184,7.340812660650353e-13,7.159489704908347e-12,0.22552475,False,Mitochondria
ATP5F1A,7.073921,0.16667804,1.506158043217832e-12,1.4452414417316658e-11,0.24046557,False,Mitochondria
NDUFS1,7.045331,0.07847429,1.8502084709103972e-12,1.7657467954320837e-11,0.11321453,False,Mitochondria
MTIF2,6.766966,0.45632824,1.3151104034526451e-11,1.202378844445397e-10,0.6583425,True,Mitochondria
NDUFB5,6.7097034,0.10024849,1.9502044544757646e-11,1.7672371885984957e-10,0.1446279,False,Mitochondria
VDAC1,6.4547315,0.075428866,1.0841097446397716e-10,9.4745978994089e-10,0.10882082,False,Mitochondria
UQCRFS1,6.3785243,0.10179187,1.7880273981905362e-10,1.5463659680851145e-09,0.14685452,False,Mitochondria
MFN2,6.063486,0.12954804,1.3320228982399396e-09,1.09453314406841e-08,0.18689829,False,Mitochondria
ATP5F1B,5.6285357,0.14419489,1.817457922238445e-08,1.3949171901514612e-07,0.20802921,False,Mitochondria
ENDOG,5.591586,0.022637717,2.250047841949507e-08,1.716749425429159e-07,0.032659374,False,Mitochondria
SOD1,5.459355,0.107923426,4.778682113194506e-08,3.580836651294268e-07,0.15570055,False,Mitochondria
COX7C,5.4420724,0.124097295,5.266430723606327e-08,3.930254866110416e-07,0.17903465,False,Mitochondria
SDHB,5.1325955,-0.0062434305,2.8577337666374594e-07,2.0244850613515104e-06,-0.0090074465,False,Mitochondria
UQCRB,5.108682,0.12281416,3.244134248306735e-07,2.2879026622738507e-06,0.1771835,False,Mitochondria
MT-CO3,4.8189807,0.1266606,1.4429352030511634e-06,9.688436550360019e-06,0.1827326,False,Mitochondria
MT-ATP8,4.816706,0.1971971,1.4594727411675243e-06,9.793496261326426e-06,0.28449526,False,Mitochondria
ATP5PB,4.7499027,0.074282765,2.035145157215679e-06,1.348567262508118e-05,0.10716742,False,Mitochondria
COX6A1,4.53352,0.099267036,5.8008728007022e-06,3.7124573113878504e-05,0.14321208,False,Mitochondria
GABPA,4.523107,0.10156659,6.093833251366889e-06,3.890889089775352e-05,0.14652967,False,Mitochondria
MT-ND4L,4.470192,0.17353553,7.81494530660506e-06,4.9552859197971765e-05,0.25035885,False,Mitochondria
MIEF2,4.1471786,0.26082665,3.3659752554448754e-05,0.0002022067571510493,0.37629327,False,Mitochondria
HTRA2,4.1276217,-0.015535433,3.665344336060526e-05,0.00021959116857253922,-0.022412878,False,Mitochondria
VDAC3,4.0906467,-0.027616756,4.301718671235371e-05,0.00025628524647563187,-0.039842565,False,Mitochondria
NDUFA12,3.9440494,0.068387896,8.011716898207506e-05,0.00046645053538657224,0.09866279,False,Mitochondria
ATP5F1C,3.9315228,0.0075057894,8.440948195893946e-05,0.0004900139202119455,0.010828733,False,Mitochondria
CASP7,3.87075,0.19837505,0.00010850101827755629,0.000621584499864104,0.28619465,False,Mitochondria
TOMM70,3.842135,-0.06114605,0.0001219687909228182,0.0006952979830911199,-0.08821506,False,Mitochondria
ATP5MC3,3.4910889,0.07393114,0.0004810560854758562,0.0025798260150866874,0.10666006,False,Mitochondria
MT-CYB,3.2938917,0.07907396,0.0009881054036694847,0.005110865979045856,0.11407972,False,Mitochondria
PPARGC1B,3.1305814,0.2341818,0.0017446062573188321,0.008746096516346722,0.33785298,False,Mitochondria
MFN1,3.0917468,-0.054262206,0.0019898249875273254,0.00988676957485863,-0.078283794,False,Mitochondria
MICU2,3.0662334,-0.0694019,0.002167739644897603,0.010711098182483258,-0.10012572,False,Mitochondria
APAF1,3.033996,0.021271115,0.002413376032944297,0.011860866836322665,0.030687677,False,Mitochondria
CYC1,2.8256123,-0.03995099,0.004719033038766697,0.022343529304972222,-0.05763709,False,Mitochondria
SIRT3,2.8190143,-0.0519495,0.0048171353842616045,0.022783496452917305,-0.07494718,False,Mitochondria
TIMM17A,2.7291472,-0.13115525,0.0063498338323871055,0.0295778662449835,-0.18921706,False,Mitochondria
NDUFV2,2.6575134,-0.013639012,0.007871944503896451,0.036139792396241446,-0.019676827,False,Mitochondria
OPTN,2.635968,-0.1052454,0.0083897648223185,0.03834897594040337,-0.15183699,False,Mitochondria
POLG2,2.3798354,0.03311369,0.017320378741920023,0.07552832153683892,0.047773108,False,Mitochondria
TWNK,2.3115695,0.11633841,0.020801422625755284,0.08950125947534696,0.1678409,False,Mitochondria
DNM1L,2.2820313,-0.12247113,0.022487491847296277,0.09609781564122938,-0.17668845,False,Mitochondria
SDHD,2.1357546,-0.16831104,0.03269942029498796,0.13584404052657162,-0.24282151,False,Mitochondria
UQCRC2,2.0457947,-0.030439202,0.040776573748890176,0.16653652487638657,-0.043914404,False,Mitochondria
ATP5PF,1.9703645,0.0628787,0.04879661585502121,0.1960869673852515,0.09071478,False,Mitochondria
TFB2M,1.915868,-0.12896805,0.05538189156074725,0.22025568555072592,-0.18606159,False,Mitochondria
FIS1,1.763208,0.01608178,0.07786541022817686,0.2988906479009152,0.023201218,False,Mitochondria
POLG,1.7279422,-0.08924987,0.08399858168534244,0.3198097129759779,-0.12876035,False,Mitochondria
NDUFA5,1.670204,-0.14197278,0.09487899923222609,0.3564526529064483,-0.20482346,False,Mitochondria
NDUFC2,1.5833982,0.05490664,0.11333071834500025,0.4185177547748452,0.07921343,False,Mitochondria
UQCRH,1.1255085,0.078624226,0.2603735873041577,0.8576943466757045,0.11343092,False,Mitochondria
COX4I2,0.7786828,0.97774804,0.4361665646356049,0.9999946681538427,1.4105923,False,Mitochondria
OPA1,0.7417354,-0.19737722,0.45824765373233234,0.9999946681538427,-0.28475508,False,Mitochondria
CAT,0.7369539,0.00608622,0.4611503767686933,0.9999946681538427,0.008780628,False,Mitochondria
MCU,0.5985071,-0.16655017,0.5495016122011651,0.9999946681538427,-0.24028103,False,Mitochondria
SLC25A5,0.5803803,-0.03186987,0.561658184079123,0.9999946681538427,-0.04597857,False,Mitochondria
NDUFA7,0.4951107,-0.17695597,0.6205219786460264,0.9999946681538427,-0.25529352,False,Mitochondria
MT-ND6,0.29326054,-0.158259,0.7693230018610474,0.9999946681538427,-0.22831942,False,Mitochondria
TXNRD2,0.29059818,0.4411466,0.7713586549140716,0.9999946681538427,0.63644,False,Mitochondria
DIABLO,0.21494938,0.025504675,0.8298067857716178,0.9999946681538427,0.036795568,False,Mitochondria
COX7A1,0.097973384,1.2338718,0.9219534275606596,0.9999946681538427,1.7801008,False,Mitochondria
COX6A2,0.03344423,0.67611235,0.9733203382348407,0.9999946681538427,0.975424,False,Mitochondria
MT-ND5,-0.1257717,-0.09442173,0.8999126378419806,0.9999946681538427,-0.13622169,False,Mitochondria
TFB1M,-0.17634353,-0.3314398,0.860024071135137,0.9999946681538427,-0.47816655,False,Mitochondria
COX6B2,-0.30785665,-0.70161307,0.7581914061682963,0.9999946681538427,-1.0122137,False,Mitochondria
MT-ND1,-0.46190664,-0.042157724,0.6441482657191064,0.9999946681538427,-0.060820676,False,Mitochondria
NDUFA4,-0.5118617,0.03985396,0.6087477970413442,0.9999946681538427,0.057497174,False,Mitochondria
SIRT4,-0.6087942,-0.49821866,0.5426608575125217,0.9999946681538427,-0.71877754,False,Mitochondria
MFF,-1.0854416,-0.23056386,0.27772611110499557,0.9049604209989136,-0.3326334,False,Mitochondria
CYCS,-1.1310644,-0.15957509,0.2580279607183925,0.8510511307857838,-0.23021804,False,Mitochondria
NRF1,-1.5048988,-0.25571364,0.13235009682284957,0.47965323876162647,-0.3689169,False,Mitochondria
PRDX3,-1.7745045,-0.153622,0.0759797283067179,0.2924690933140188,-0.22162975,False,Mitochondria
MICU1,-1.8815126,-0.27355683,0.05990221525605688,0.23650110764320237,-0.3946592,False,Mitochondria
SLC25A4,-2.014057,-0.21365125,0.04400356417864163,0.17830868484216775,-0.30823347,False,Mitochondria
MT-CO1,-2.191691,-0.03659903,0.028401834210553947,0.11941149680610073,-0.05280113,False,Mitochondria
BNIP3L,-2.4356859,-0.118644215,0.014863586781247887,0.06557569991574419,-0.17116748,False,Mitochondria
MT-ND2,-2.4451416,-0.11977807,0.014479529661746492,0.0639839855034741,-0.17280318,False,Mitochondria
MT-ATP6,-3.3791697,-0.05930854,0.0007270513645930344,0.0038194292754077644,-0.085564226,False,Mitochondria
NDUFA2,-3.838017,-0.12417337,0.00012403196337689012,0.0007058700920036083,-0.17914422,False,Mitochondria
PRKN,-4.6211057,-0.23535264,3.816999992102889e-06,2.474739967444982e-05,-0.33954203,False,Mitochondria
COX7A2,-5.348874,-0.019791752,8.850308841040124e-08,6.509860947859379e-07,-0.028553538,False,Mitochondria
CLPP,-5.48557,-0.30821857,4.1213815245027075e-08,3.0988562006286506e-07,-0.44466546,False,Mitochondria
TOMM20,-6.100273,-0.16643177,1.058873582255176e-09,8.753169214259757e-09,-0.2401104,False,Mitochondria
COX5A,-6.3600245,-0.06887974,2.0172193425175637e-10,1.7394512840615087e-09,-0.099372506,False,Mitochondria
MT-ND4,-12.221387,-0.26639828,2.3897237665942153e-34,5.0221877495180674e-33,-0.38433152,False,Mitochondria
VDAC2,-13.961862,-0.37452438,2.663851716873362e-44,7.250753813019287e-43,-0.5403245,True,Mitochondria
SIGMAR1,11.940263,0.31472778,7.299203414193748e-33,1.474794494151246e-31,0.45405626,False,ER-Mito_interaction
VAPB,8.493615,0.20609577,2.003065844699723e-17,2.3735682716853993e-16,0.29733333,False,ER-Mito_interaction
PACS2,8.116144,0.12172874,4.812307633937158e-16,5.3861110327318025e-15,0.17561747,False,ER-Mito_interaction
PTDSS2,6.536052,0.2008638,6.316392069544943e-11,5.594700394099956e-10,0.28978518,False,ER-Mito_interaction
PTDSS1,6.046266,0.09451415,1.4824113686051116e-09,1.215157406997101e-08,0.13635504,False,ER-Mito_interaction
RMDN3,5.7394457,0.06010934,9.498694991504559e-09,7.42640593487948e-08,0.08671952,False,ER-Mito_interaction
ATP2A2,4.4340105,-0.029837083,9.249608099170222e-06,5.8263391357597216e-05,-0.043045904,False,ER-Mito_interaction
ACAT1,3.832511,-0.05246189,0.00012684197740034682,0.0007209292179779888,-0.07568656,False,ER-Mito_interaction
ITPR1,2.0159252,-0.045173433,0.043807797898264736,0.17759721643807122,-0.06517147,False,ER-Mito_interaction
ITPR2,1.8027856,-0.05892696,0.07142189334311978,0.2768141158331542,-0.085013665,False,ER-Mito_interaction
ATP2A1,1.1081125,0.21977502,0.2678132297678193,0.8776005903722938,0.31706837,False,ER-Mito_interaction
CACNA1A,1.0482395,-0.055162434,0.29452829020183924,0.9491626765930179,-0.079582535,False,ER-Mito_interaction
ATP2A3,-0.04616492,-0.37549546,0.9631788042681383,0.9999946681538427,-0.54172546,False,ER-Mito_interaction
ITPR3,-0.18890776,-0.4605082,0.8501651103283538,0.9999946681538427,-0.66437274,False,ER-Mito_interaction
ACSL4,-1.4148744,-0.30621442,0.15710531928867696,0.556350903649605,-0.44177398,False,ER-Mito_interaction
RYR1,-2.0084329,-0.7477888,0.04459730291072321,0.18051504240646646,-1.0788311,False,ER-Mito_interaction
