names,scores,logfoldchanges,pvals,pvals_adj,log2fc,significant,category
PRKN,-20.745577,-0.7773193,1.3440088107475094e-95,5.359707302768807e-94,-1.1214347,True,Mitochondria
SIGMAR1,12.19333,0.48542568,3.373483361865874e-34,5.5388592443087844e-33,0.7003212,True,ER-Mito_interaction
ITPR2,-3.0634625,-0.66864,0.0021879165639762527,0.010642231337284026,-0.9646436,True,ER-Mito_interaction
RYR1,-4.0650396,-1.3045514,4.8024334818857406e-05,0.0002777644170075295,-1.8820698,True,ER-Mito_interaction
RYR3,-4.445389,-0.64221716,8.773296982766765e-06,5.3784284471634696e-05,-0.92652345,True,ER-Mito_interaction
RYR2,-7.4236465,-1.3660042,1.1393908773727388e-13,1.0663244070663252e-12,-1.9707274,True,ER-Mito_interaction
ACSL4,-11.885253,-0.71795726,1.412075503901612e-32,2.2431041211490174e-31,-1.0357934,True,ER-Mito_interaction
CACNA1B,-12.2248745,-1.4921921,2.2893367004741345e-34,3.771489292399074e-33,-2.1527784,True,ER-Mito_interaction
PACS2,-13.604673,-0.5715205,3.7564350327760024e-42,7.2216150066296e-41,-0.82452977,True,ER-Mito_interaction
CACNA1A,-23.46852,-0.9187716,8.55440311229058e-122,4.3449650727160904e-120,-1.3255073,True,ER-Mito_interaction
